col,row,snr
3.200000000000000000e+01,6.900000000000000000e+01,1.316521744051003751e+01
1.060000000000000000e+02,1.550000000000000000e+02,1.348487542749759882e+01
2.520000000000000000e+02,3.500000000000000000e+01,7.299857558266058533e+00
1.400000000000000000e+01,1.550000000000000000e+02,1.161232895479439620e+01
1.520000000000000000e+02,1.870000000000000000e+02,1.174399571814653065e+01
2.320000000000000000e+02,1.470000000000000000e+02,6.757002992578579281e+00
1.610000000000000000e+02,2.900000000000000000e+01,8.718525962626653580e+00
7.600000000000000000e+01,7.200000000000000000e+01,7.791123296649619334e+00
8.700000000000000000e+01,1.960000000000000000e+02,1.410319835545198863e+01
1.970000000000000000e+02,6.000000000000000000e+01,1.153796950786973774e+01
9.200000000000000000e+01,4.000000000000000000e+01,4.855086224701494757e+00
2.070000000000000000e+02,9.800000000000000000e+01,1.032548894717976751e+01
5.400000000000000000e+01,1.010000000000000000e+02,1.039240951149193748e+01
8.500000000000000000e+01,7.800000000000000000e+01,1.484378174108659110e+01
1.510000000000000000e+02,7.200000000000000000e+01,1.221440392838161948e+01
1.130000000000000000e+02,1.430000000000000000e+02,9.527002528153733607e+00
2.460000000000000000e+02,2.700000000000000000e+01,1.134145414737501589e+01
2.080000000000000000e+02,5.500000000000000000e+01,1.420126538284611684e+01
1.310000000000000000e+02,1.520000000000000000e+02,1.120142417059728501e+01
2.010000000000000000e+02,1.180000000000000000e+02,1.234671289337537736e+01
7.000000000000000000e+00,2.330000000000000000e+02,1.020479033123197254e+01
8.500000000000000000e+01,1.780000000000000000e+02,9.616894292240459663e+00
1.140000000000000000e+02,1.570000000000000000e+02,1.004360022187042034e+01
8.500000000000000000e+01,1.500000000000000000e+01,1.027282049536091613e+01
3.400000000000000000e+01,7.300000000000000000e+01,1.037064467628451858e+01
7.100000000000000000e+01,1.840000000000000000e+02,1.299816603533178139e+01
2.080000000000000000e+02,1.330000000000000000e+02,1.087455963036415696e+01
2.370000000000000000e+02,1.710000000000000000e+02,9.634003520960215283e+00
1.150000000000000000e+02,1.760000000000000000e+02,9.766513881644023343e+00
1.920000000000000000e+02,2.800000000000000000e+01,1.204502805546772848e+01
2.250000000000000000e+02,1.360000000000000000e+02,1.071532968785783346e+01
1.830000000000000000e+02,1.690000000000000000e+02,5.833447993437749446e+00
2.520000000000000000e+02,1.370000000000000000e+02,5.815373498187017987e+00
2.090000000000000000e+02,1.130000000000000000e+02,1.053519427821168009e+01
2.890000000000000000e+02,7.400000000000000000e+01,6.553425457773458973e+00
6.600000000000000000e+01,4.500000000000000000e+01,7.484078097037123456e+00
2.070000000000000000e+02,9.200000000000000000e+01,5.574575774360920555e+00
2.440000000000000000e+02,9.200000000000000000e+01,9.081279120442991015e+00
4.500000000000000000e+01,1.200000000000000000e+01,1.202655532920591419e+01
1.470000000000000000e+02,7.600000000000000000e+01,1.191572414753468934e+01
4.100000000000000000e+01,6.400000000000000000e+01,1.265528251962520656e+01
1.410000000000000000e+02,1.860000000000000000e+02,7.865581076576904529e+00
1.020000000000000000e+02,8.000000000000000000e+01,1.378928131827384007e+01
2.400000000000000000e+02,4.700000000000000000e+01,1.198042697620430630e+01
1.400000000000000000e+02,1.400000000000000000e+02,6.710682941859090533e+00
2.600000000000000000e+01,8.700000000000000000e+01,1.094153283991514769e+01
2.720000000000000000e+02,2.270000000000000000e+02,1.027908098781077406e+01
2.610000000000000000e+02,2.380000000000000000e+02,7.871657641195392685e+00
2.490000000000000000e+02,1.820000000000000000e+02,7.264041199562449869e+00
3.900000000000000000e+01,1.490000000000000000e+02,1.297337037149988959e+01
2.900000000000000000e+02,2.120000000000000000e+02,7.616976375667624310e+00
1.390000000000000000e+02,2.060000000000000000e+02,1.171792535138614255e+01
1.480000000000000000e+02,7.800000000000000000e+01,7.709807401984052788e+00
2.310000000000000000e+02,4.500000000000000000e+01,7.957178593788608367e+00
5.000000000000000000e+00,2.620000000000000000e+02,1.594400816402444221e+01
1.060000000000000000e+02,1.640000000000000000e+02,9.963466388959865583e+00
7.100000000000000000e+01,2.340000000000000000e+02,1.254746211879149698e+01
2.820000000000000000e+02,1.200000000000000000e+01,1.167284595676409964e+01
1.290000000000000000e+02,1.300000000000000000e+01,1.352953135589601885e+01
2.480000000000000000e+02,9.700000000000000000e+01,1.035984194439912898e+01
7.800000000000000000e+01,1.590000000000000000e+02,9.871552201434809604e+00
2.070000000000000000e+02,4.600000000000000000e+01,1.182565496223485191e+01
2.890000000000000000e+02,1.330000000000000000e+02,1.018789922444402052e+01
2.680000000000000000e+02,1.360000000000000000e+02,9.199410249276901652e+00
2.890000000000000000e+02,3.400000000000000000e+01,4.933294316975426419e+00
1.780000000000000000e+02,1.030000000000000000e+02,1.117584200389573468e+01
1.830000000000000000e+02,1.240000000000000000e+02,1.070705070916497625e+01
2.600000000000000000e+02,1.940000000000000000e+02,1.365158485443819458e+01
1.400000000000000000e+01,7.000000000000000000e+00,1.360204052762966853e+01
2.580000000000000000e+02,2.180000000000000000e+02,1.067453426823720974e+01
1.300000000000000000e+02,1.570000000000000000e+02,1.397364981783142923e+01
2.470000000000000000e+02,2.120000000000000000e+02,5.420161748754732223e+00
