col,row,snr
1.94E+02,1.42E+02,3.00E+00
2.32E+02,1.50E+02,1.32E+01
7.60E+01,1.67E+02,2.63E+01
1.67E+02,8.60E+01,3.66E+01
2.00E+02,1.31E+02,5.35E+00
2.11E+02,1.22E+02,1.01E+01
1.41E+02,1.60E+02,1.21E+01
1.30E+02,1.64E+02,3.00E+00
2.73E+02,2.10E+02,2.56E+01
7.00E+00,1.52E+02,2.09E+01
2.87E+02,2.19E+02,1.84E+01
1.62E+02,1.48E+02,5.87E+00
2.02E+02,1.00E+01,3.00E+00
1.84E+02,1.67E+02,3.00E+00
1.80E+01,1.64E+02,2.05E+01
7.20E+01,1.28E+02,2.88E+01
2.47E+02,1.61E+02,8.27E+00
4.30E+01,1.30E+01,1.01E+01
1.30E+01,1.60E+01,1.32E+01
6.00E+01,5.80E+01,3.00E+00
1.29E+02,1.16E+02,3.00E+00
1.02E+02,2.70E+01,3.00E+00
2.84E+02,2.22E+02,8.15E+00
2.41E+02,9.20E+01,8.47E+00
2.19E+02,6.80E+01,2.94E+01
1.47E+02,7.40E+01,3.86E+00
1.77E+02,1.48E+02,5.78E+00
2.14E+02,1.40E+02,3.00E+00
2.93E+02,1.47E+02,3.91E+00
1.80E+01,1.00E+02,3.00E+00
1.72E+02,7.10E+01,3.50E+00
1.73E+02,9.90E+01,2.23E+01
2.62E+02,1.42E+02,3.62E+01
1.06E+02,1.07E+02,3.00E+00
1.41E+02,1.35E+02,3.00E+00
2.44E+02,5.40E+01,7.82E+00
2.79E+02,1.66E+02,3.36E+01
2.38E+02,7.90E+01,1.91E+01
1.93E+02,1.70E+02,3.00E+00
1.96E+02,1.09E+02,3.00E+00
2.05E+02,1.60E+02,3.00E+00
1.23E+02,8.10E+01,3.00E+00
1.60E+01,1.13E+02,5.94E+01
1.73E+02,9.00E+01,3.67E+01
1.77E+02,5.30E+01,3.00E+00
2.54E+02,1.33E+02,1.82E+01
4.70E+01,1.80E+01,3.57E+01
1.48E+02,1.04E+02,2.24E+01
1.42E+02,8.80E+01,3.00E+00
1.99E+02,1.08E+02,3.00E+00
