8.800000000000000000e+01,1.470000000000000000e+02,6.423665704976766477e-01
1.140000000000000000e+02,1.170000000000000000e+02,2.103167776402697342e+01
8.000000000000000000e+01,5.500000000000000000e+01,8.046803304953416003e+00
1.380000000000000000e+02,3.500000000000000000e+01,-9.424085248494797895e+00
2.700000000000000000e+01,2.300000000000000000e+01,1.130818452943900887e+01
2.330000000000000000e+02,1.060000000000000000e+02,-5.755931485914111079e+00
4.300000000000000000e+01,1.750000000000000000e+02,2.768118616908734708e+01
3.100000000000000000e+01,2.100000000000000000e+01,-6.233311318187087835e+00
3.300000000000000000e+01,1.600000000000000000e+01,-7.998790295083523461e+00
7.300000000000000000e+01,6.700000000000000000e+01,1.528482793570768905e+01
6.900000000000000000e+01,2.250000000000000000e+02,2.262815908449153923e-01
2.150000000000000000e+02,6.100000000000000000e+01,-1.334512255454085761e+01
1.760000000000000000e+02,8.000000000000000000e+01,1.566270351520433302e+01
6.900000000000000000e+01,2.900000000000000000e+02,2.086636029943198878e+01
9.800000000000000000e+01,1.780000000000000000e+02,3.267316563886205927e+01
3.500000000000000000e+01,1.700000000000000000e+02,9.784761291339851397e+00
1.440000000000000000e+02,2.670000000000000000e+02,2.432074075747885900e+01
1.300000000000000000e+02,1.980000000000000000e+02,2.860797118515023030e+01
3.800000000000000000e+01,2.390000000000000000e+02,-2.512364643206360881e+00
2.270000000000000000e+02,1.400000000000000000e+01,-1.099016972714408524e+01
7.000000000000000000e+00,1.980000000000000000e+02,1.484510880732363880e+01
8.100000000000000000e+01,7.000000000000000000e+01,-3.624446005335716592e+00
5.900000000000000000e+01,2.580000000000000000e+02,-2.788781984522830726e+01
1.380000000000000000e+02,4.200000000000000000e+01,3.236142847298388148e+01
2.320000000000000000e+02,6.500000000000000000e+01,8.102820595164565987e+00
9.900000000000000000e+01,2.190000000000000000e+02,2.672828531636614358e+01
9.500000000000000000e+01,2.330000000000000000e+02,2.938769515521494924e+01
1.100000000000000000e+01,5.400000000000000000e+01,-1.788434336160468519e+01
1.440000000000000000e+02,2.060000000000000000e+02,4.909991825376684993e+00
1.090000000000000000e+02,2.650000000000000000e+02,6.635973787160693860e+00
9.700000000000000000e+01,2.400000000000000000e+01,-3.589671330928237580e+01
7.500000000000000000e+01,4.900000000000000000e+01,9.443494923701312160e-02
1.720000000000000000e+02,2.100000000000000000e+02,1.216335835228384710e+01
1.130000000000000000e+02,1.310000000000000000e+02,5.955234982137613819e+00
9.400000000000000000e+01,2.790000000000000000e+02,1.793368239871618997e+01
8.300000000000000000e+01,2.570000000000000000e+02,-2.975719497830938565e+01
1.050000000000000000e+02,2.230000000000000000e+02,-3.062098819346087453e+01
1.150000000000000000e+02,1.070000000000000000e+02,2.495650510369065245e+01
1.290000000000000000e+02,1.930000000000000000e+02,1.271857067929204277e+01
6.000000000000000000e+01,1.790000000000000000e+02,2.187376170385016394e+01
1.710000000000000000e+02,7.900000000000000000e+01,2.411120339001020341e+01
1.080000000000000000e+02,1.280000000000000000e+02,3.145291422034513573e+01
