col,row,snr
3.200000000000000000e+01,6.900000000000000000e+01,1.047409117865552020e+01
1.060000000000000000e+02,1.550000000000000000e+02,9.273155927226635953e+00
2.520000000000000000e+02,3.500000000000000000e+01,1.090175236600561703e+01
1.400000000000000000e+01,1.550000000000000000e+02,1.273117538750572031e+01
1.520000000000000000e+02,1.870000000000000000e+02,1.237330440570377910e+01
2.320000000000000000e+02,1.470000000000000000e+02,8.560610780378674178e+00
1.610000000000000000e+02,2.900000000000000000e+01,1.040836278492952616e+01
7.600000000000000000e+01,7.200000000000000000e+01,1.241749421779222828e+01
8.700000000000000000e+01,1.960000000000000000e+02,3.357538513415592618e+00
1.970000000000000000e+02,6.000000000000000000e+01,1.376220724617181723e+01
9.200000000000000000e+01,4.000000000000000000e+01,8.577588860319805164e+00
2.070000000000000000e+02,9.800000000000000000e+01,9.661829151679446781e+00
5.400000000000000000e+01,1.010000000000000000e+02,1.045957935047949050e+01
8.500000000000000000e+01,7.800000000000000000e+01,1.543252466064883954e+01
1.510000000000000000e+02,7.200000000000000000e+01,9.929279171952488880e+00
1.130000000000000000e+02,1.430000000000000000e+02,1.402955748666815872e+01
2.460000000000000000e+02,2.700000000000000000e+01,9.570402115390001185e+00
2.080000000000000000e+02,5.500000000000000000e+01,9.160886868428342211e+00
1.310000000000000000e+02,1.520000000000000000e+02,7.680524315677335068e+00
2.010000000000000000e+02,1.180000000000000000e+02,9.203263745594549405e+00
7.000000000000000000e+00,2.330000000000000000e+02,9.357629828471925038e+00
8.500000000000000000e+01,1.780000000000000000e+02,1.028650339105510803e+01
1.140000000000000000e+02,1.570000000000000000e+02,1.221043299899987922e+01
8.500000000000000000e+01,1.500000000000000000e+01,3.829564489920237236e+00
3.400000000000000000e+01,7.300000000000000000e+01,8.353152755895010273e+00
7.100000000000000000e+01,1.840000000000000000e+02,1.044598047500401528e+01
2.080000000000000000e+02,1.330000000000000000e+02,7.927488510425903634e+00
2.370000000000000000e+02,1.710000000000000000e+02,5.029910027102024728e+00
1.150000000000000000e+02,1.760000000000000000e+02,1.130898223969375493e+01
1.920000000000000000e+02,2.800000000000000000e+01,1.169024713149171646e+01
2.250000000000000000e+02,1.360000000000000000e+02,5.216016690543192169e+00
1.830000000000000000e+02,1.690000000000000000e+02,9.557367259782093782e+00
2.520000000000000000e+02,1.370000000000000000e+02,1.112059615286203318e+01
2.090000000000000000e+02,1.130000000000000000e+02,6.661927061193038568e+00
2.890000000000000000e+02,7.400000000000000000e+01,1.067860433048300628e+01
6.600000000000000000e+01,4.500000000000000000e+01,1.069157243042921124e+01
2.070000000000000000e+02,9.200000000000000000e+01,1.484819055440145874e+01
2.440000000000000000e+02,9.200000000000000000e+01,8.395496855237304601e+00
4.500000000000000000e+01,1.200000000000000000e+01,7.412244067959955274e+00
1.470000000000000000e+02,7.600000000000000000e+01,1.025294968957300057e+01
4.100000000000000000e+01,6.400000000000000000e+01,9.667457006765410199e+00
1.410000000000000000e+02,1.860000000000000000e+02,1.334827258115479509e+01
1.020000000000000000e+02,8.000000000000000000e+01,1.254410452093505413e+01
2.400000000000000000e+02,4.700000000000000000e+01,6.273151771805833832e+00
1.400000000000000000e+02,1.400000000000000000e+02,7.236864503808710936e+00
2.600000000000000000e+01,8.700000000000000000e+01,1.309105918323985840e+01
2.720000000000000000e+02,2.270000000000000000e+02,1.278517313036939207e+01
2.610000000000000000e+02,2.380000000000000000e+02,9.256185403408775159e+00
2.490000000000000000e+02,1.820000000000000000e+02,5.584872909797274687e+00
3.900000000000000000e+01,1.490000000000000000e+02,1.086416223153961091e+01
2.900000000000000000e+02,2.120000000000000000e+02,1.170682818657267710e+01
1.390000000000000000e+02,2.060000000000000000e+02,1.110911859968845405e+01
1.480000000000000000e+02,7.800000000000000000e+01,1.511680629327346281e+01
2.310000000000000000e+02,4.500000000000000000e+01,9.325014650554123818e+00
5.000000000000000000e+00,2.620000000000000000e+02,9.516547294125013323e+00
1.060000000000000000e+02,1.640000000000000000e+02,9.006678011770981485e+00
7.100000000000000000e+01,2.340000000000000000e+02,5.606721921754163951e+00
2.820000000000000000e+02,1.200000000000000000e+01,1.196454616709670304e+01
1.290000000000000000e+02,1.300000000000000000e+01,1.297717670626331810e+01
2.480000000000000000e+02,9.700000000000000000e+01,3.000000000000000000e+00
7.800000000000000000e+01,1.590000000000000000e+02,5.503961868023880655e+00
2.070000000000000000e+02,4.600000000000000000e+01,1.138875572972097672e+01
2.890000000000000000e+02,1.330000000000000000e+02,1.454003211281763086e+01
2.680000000000000000e+02,1.360000000000000000e+02,1.243669053161114491e+01
