col,row,snr
1.24E+02,1.48E+02,3.00E+00
2.50E+02,2.40E+01,1.01E+01
2.52E+02,7.00E+00,3.00E+00
2.22E+02,1.54E+02,3.00E+00
2.82E+02,5.00E+01,3.00E+00
1.19E+02,7.60E+01,4.41E+01
8.00E+00,1.04E+02,9.45E+00
1.26E+02,3.20E+01,3.00E+00
2.93E+02,2.53E+02,1.91E+01
1.59E+02,1.30E+01,3.00E+00
3.90E+01,1.04E+02,3.00E+00
1.36E+02,1.11E+02,1.22E+01
1.00E+02,2.20E+01,1.33E+01
2.29E+02,1.68E+02,1.29E+01
1.47E+02,1.85E+02,3.00E+00
1.46E+02,1.20E+01,7.76E+00
7.50E+01,9.40E+01,3.82E+01
2.89E+02,1.40E+01,3.00E+00
2.64E+02,1.40E+02,3.00E+00
1.52E+02,1.42E+02,1.02E+01
1.18E+02,6.70E+01,3.00E+00
5.30E+01,1.35E+02,3.00E+00
2.00E+02,1.66E+02,3.00E+00
1.18E+02,1.58E+02,3.00E+00
2.50E+02,1.95E+02,1.10E+01
7.20E+01,1.72E+02,9.41E+00
8.20E+01,8.10E+01,2.47E+01
1.72E+02,1.35E+02,7.06E+00
1.68E+02,1.30E+01,3.00E+00
9.20E+01,2.05E+02,9.68E+00
1.97E+02,1.80E+02,3.00E+00
1.47E+02,2.80E+01,3.00E+00
2.59E+02,2.19E+02,6.46E+00
2.76E+02,6.10E+01,1.04E+01
1.94E+02,8.40E+01,3.00E+00
2.27E+02,9.60E+01,5.47E+00
2.86E+02,5.30E+01,3.68E+01
2.35E+02,1.10E+02,3.00E+00
2.53E+02,1.58E+02,3.76E+00
2.77E+02,2.54E+02,4.39E+01
2.60E+01,1.61E+02,6.57E+01
2.47E+02,9.80E+01,1.18E+01
1.21E+02,6.60E+01,1.27E+01
1.00E+02,4.80E+01,3.00E+00
7.10E+01,1.87E+02,2.81E+01
1.48E+02,5.00E+01,2.44E+01
1.08E+02,1.83E+02,3.00E+00
2.47E+02,1.56E+02,3.00E+00
2.73E+02,1.58E+02,3.00E+00
5.00E+00,9.50E+01,3.00E+00
